Ensembl	GeneSymbol	R1t0_5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R2t0_5	R2t1	R2t2	R2t8	R2t16	R2t24	R2t30
ENSG00000091527	CDV3	-0.05	-0.1	-0.21	0.79	0.35	-0.35	-0.88	0.1	0.19	0.38	0.07	0.1	0.5	0.82
ENSG00000092108	SCFD1	-0.02	-0.03	-0.07	0.12	-0.73	-0.82	-0.81	-0.05	-0.09	-0.18	-1	-0.77	-1.24	-1.6
ENSG00000094914	AAAS	-0.14	-0.27	-0.53	0.43	-0.04	-0.3	-0.47	0.09	0.17	0.34	0.58	0.16	-0.19	-0.44
ENSG00000095139	ARCN1	0	0.01	0.01	-0.74	-0.61	-0.78	-0.86	-0.04	-0.07	-0.14	-0.6	-0.46	-0.33	-0.23
ENSG00000100227	POLDIP3	-0.49	-0.98	-1.97	-1.09	-1.75	-2.42	-2.92	0	-0.01	-0.02	-1.02	-1.5	-1.75	-1.97
ENSG00000100353	EIF3D	0.28	0.55	1.1	-0.16	-0.97	-1.71	-2.25	-0.07	-0.14	-0.29	-0.87	-0.68	-0.6	-0.52
ENSG00000100575	TIMM9	0.05	0.09	0.17	0.04	-0.37	-0.94	-1.38	0.02	0.04	0.08	-0.32	-0.84	-0.98	-1.04
ENSG00000100603	SNW1	0.02	0.04	0.08	0.32	-0.14	-0.59	-0.93	-0.05	-0.1	-0.2	-0.34	-0.51	-0.52	-0.52
ENSG00000100926	TM9SF1	0.11	0.21	0.41	-0.02	-0.57	-1.14	-1.57	0.01	0.01	0.02	-1.06	-0.53	-0.18	0.05
ENSG00000100934	SEC23A	0.08	0.16	0.32	-0.67	-0.78	-0.93	-1.04	-0.12	-0.25	-0.49	-0.7	-0.98	-0.68	-0.53
ENSG00000101337	TM9SF4	0.16	0.33	0.67	-0.77	-1.13	-0.7	-0.29	-0.51	-1.01	-2.01	-0.87	-1.34	-1.28	-1.17
ENSG00000101558	VAPA	0	0	0	0.13	0.11	0.16	0.2	-0.07	-0.14	-0.27	-0.17	-0.56	-0.89	-1.14
ENSG00000101843	PSMD10	-0.02	-0.04	-0.07	-0.2	-0.2	-0.69	-0.88	0.01	0.03	0.07	-0.21	-0.21	0.04	0.25
ENSG00000102172	SMS	0.23	0.45	0.9	0.32	-0.6	-1.52	-2.21	0	0	0	-0.94	-1.09	-1.23	-1.33
ENSG00000102317	RBM3	-0.02	-0.05	-0.1	-0.28	-0.56	-1.55	-2.19	0.02	0.03	0.06	-0.6	-0.72	-0.92	-1.05
ENSG00000105447	GRWD1	0.1	0.21	0.44	0.14	-0.48	-0.51	-0.47	-0.34	-0.68	-1.37	-1.35	-0.64	-0.85	-1.04
ENSG00000105701	FKBP8	-0.15	-0.3	-0.59	-0.22	-0.6	-0.48	-0.37	-0.06	-0.12	-0.25	-0.7	-0.82	-1.38	-1.78
ENSG00000107951	MTPAP	-0.04	-0.08	-0.17	0.2	0.03	-0.25	-0.44	0.05	0.09	0.17	-0.07	-1.11	-1.34	-1.63
ENSG00000108179	PPIF	0.26	0.53	1.07	-0.84	-0.93	-1.19	-1.41	-0.2	-0.39	-0.77	-0.53	-0.58	-0.52	-0.45
ENSG00000108270	AATF	0.03	0.05	0.1	0.48	-0.53	-0.91	-1.13	0.34	0.67	1.34	0.71	0.61	-0.03	-0.51
ENSG00000108448	TRIM16	-0.21	-0.42	-0.85	-0.45	-1.01	-1.48	-1.85	-0.16	-0.32	-0.64	-0.47	-0.29	-0.01	0.21
ENSG00000109534	GAR1	-0.02	-0.04	-0.07	0.06	0.07	0.09	0.11	-0.09	-0.18	-0.36	-0.66	-0.68	-1.02	-1.23
ENSG00000110696	SMAP	0.18	0.36	0.71	0.32	-0.26	-0.97	-1.53	-0.03	-0.06	-0.12	0.51	0.05	-0.07	-0.14
ENSG00000110713	NUP98	-0.19	-0.38	-0.78	0.58	-1.24	-1.12	-0.84	-0.02	-0.04	-0.08	-0.48	-0.86	-1.98	-2.87
ENSG00000110801	PSMD9	0.04	0.07	0.12	-0.74	-0.63	-0.89	-1.12	0.12	0.24	0.47	-0.46	-0.46	-0.46	-0.46
ENSG00000111581	NUP107	-0.12	-0.23	-0.46	-0.37	-0.86	-1.36	-1.73	0.12	0.24	0.47	-0.07	-0.21	-0.32	-0.38
ENSG00000111642	CHD4	-0.02	-0.04	-0.08	0.4	-0.02	-0.3	-0.49	0.02	0.03	0.06	-0.03	-0.27	-0.61	-0.86
ENSG00000111678	C12orf57	-0.18	-0.35	-0.68	-1.88	-2.39	-1.62	-1.23	-0.06	-0.12	-0.23	-1.06	-0.76	-0.31	0.02
ENSG00000112651	MRPL2	0.14	0.28	0.56	0.27	-0.94	-2.14	-3.05	-0.01	-0.02	-0.04	0.5	-0.14	-0.37	-0.55
ENSG00000112977	DAP	0.05	0.1	0.19	1.26	0.79	0.42	0.15	0.36	0.72	1.44	0.85	0.83	0.72	0.63
ENSG00000113282	CLINT1	-0.06	-0.13	-0.26	-0.56	-1	-1.41	-1.71	0.06	0.11	0.22	-0.92	-0.82	-0.92	-1
ENSG00000113448	PDE4D	-0.2	-0.41	-0.82	-0.83	-1.17	-0.91	-0.73	-0.09	-0.18	-0.35	-1.26	-1.29	-1.39	-1.46
ENSG00000113552	GNPDA1	0.23	0.45	0.87	0.09	-0.62	-0.67	-0.65	0.13	0.26	0.51	-0.91	-0.32	-0.38	-0.5
ENSG00000113810	SMC4	0.04	0.09	0.19	0.33	-0.18	-0.68	-1.05	0.06	0.12	0.24	0	-0.03	-0.06	-0.09
ENSG00000114416	FXR1	0.09	0.17	0.32	0.55	-0.33	-0.5	-0.55	0.02	0.05	0.1	0.4	0.05	-0.22	-0.41
ENSG00000114767	RRP9	0.31	0.62	1.21	1.47	0.51	-0.48	-1.21	-0.02	-0.04	-0.09	0.26	-0.26	-0.46	-0.64
ENSG00000115211	EIF2B4	-0.39	-0.77	-1.51	0.03	-1.39	-1.52	-1.52	-0.32	-0.65	-1.31	-1.46	-1.42	-1.6	-1.76
ENSG00000115306	SPTBN1	0	-0.01	-0.03	-0.11	-0.56	-0.97	-1.27	-0.02	-0.04	-0.08	-0.47	-0.95	-1.26	-1.48
ENSG00000115415	STAT1	0.08	0.17	0.33	-0.8	-0.76	-0.76	-0.78	-0.05	-0.1	-0.19	-0.81	-0.94	-0.72	-0.61
ENSG00000116750	UCHL5	0.07	0.15	0.31	0.08	-0.8	-1.04	-1.31	0	0	0	-0.4	-0.41	-0.39	-0.37
ENSG00000119414	PPP6C	-0.05	-0.1	-0.18	-0.27	-0.24	-1.07	-1.47	0.02	0.05	0.1	-0.35	-0.09	0.14	0.31
ENSG00000119541	VPS4B	0.01	0.02	0.04	-0.09	-0.67	-1.22	-1.61	0	-0.01	-0.02	-0.74	-0.96	-0.82	-0.68
ENSG00000120686	UFM1	0.09	0.18	0.35	-0.05	-0.02	-0.38	-0.6	0.04	0.08	0.16	-0.26	0.03	0.28	0.45
ENSG00000121579	NAA50	0.02	0.04	0.08	0.29	0.29	-0.65	-1	-0.07	-0.14	-0.28	-0.11	-0.13	0.15	0.39
ENSG00000124164	VAPB	-0.07	-0.14	-0.26	0.07	-0.33	-0.66	-0.9	-0.11	-0.21	-0.42	-0.22	-1.28	-1.6	-1.82
ENSG00000124562	SNRPC	0.02	0.04	0.08	-0.09	-0.53	-1.14	-1.6	0.02	0.04	0.08	-0.26	-0.7	-1.04	-1.31
ENSG00000124570	SERPINB6	-0.12	-0.24	-0.48	-0.58	-0.58	-1.31	-1.58	0.02	0.05	0.09	-0.3	-0.17	0.1	0.31
ENSG00000125484	GTF3C4	0.05	0.11	0.21	1.33	0.67	-0.32	-1.08	0.07	0.15	0.3	-0.17	-0.57	-1.02	-1.37
ENSG00000125505	MBOAT7	-0.37	-0.73	-1.46	-0.1	-0.53	-1.05	-1.45	0.06	0.12	0.25	0.36	-0.21	-0.92	-1.42
ENSG00000125753	VASP	0.05	0.09	0.17	0.06	-0.38	-0.99	-1.47	0.03	0.06	0.13	0.4	-0.3	-0.67	-0.94
ENSG00000125971	DYNLRB1	0.15	0.3	0.6	-0.34	-0.49	-1.05	-1.41	0.04	0.09	0.17	-0.56	-0.45	-0.41	-0.39
ENSG00000127481	UBR4	-0.1	-0.21	-0.43	-0.11	-0.53	-0.89	-1.13	-0.12	-0.24	-0.49	-1.53	-1.47	-1.39	-1.33
ENSG00000131238	PPT1	-0.14	-0.28	-0.57	-0.97	-1.66	-1.86	-1.98	-0.05	-0.1	-0.2	-0.93	-1.03	-1.29	-1.49
ENSG00000132142	ACACA	-0.23	-0.47	-0.92	-1.93	-1.94	-1.76	-1.65	-0.02	-0.05	-0.09	-0.87	-1.22	-1.64	-1.96
ENSG00000132275	RRP8	-0.07	-0.14	-0.27	-0.19	-0.62	-0.72	-0.76	0.08	0.17	0.34	0.08	-0.46	-0.84	-1.11
ENSG00000133026	MYH10	0.06	0.12	0.23	-0.09	-0.58	-0.87	-1.11	-0.05	-0.1	-0.2	-0.48	-0.75	-0.84	-0.89
ENSG00000133226	SRRM1	-0.21	-0.42	-0.83	0.45	-0.14	-0.52	-0.78	0.19	0.38	0.76	0.38	0.6	0.36	0.14
ENSG00000133313	CNDP2	-0.16	-0.32	-0.63	-0.21	-0.61	-1.07	-1.42	-0.06	-0.11	-0.21	-0.61	-0.65	-0.48	-0.33
ENSG00000133703	KRAS	0.05	0.09	0.18	0.31	-0.08	-0.58	-0.97	0	-0.01	-0.02	0.35	-0.25	-0.65	-0.92
ENSG00000133789	SWAP70	-0.02	-0.04	-0.07	1.89	0.88	-0.26	-1.14	0	0.01	0.02	-0.47	-0.8	-1.35	-1.74
ENSG00000136521	NDUFB5	0.43	0.86	1.71	1.12	0.58	0.65	0.77	-0.11	-0.23	-0.45	-0.92	-1.42	-1.67	-1.85
ENSG00000136731	UGGT1	0.04	0.08	0.16	0.28	0.13	0.37	0.58	0.09	0.19	0.38	0.18	0.26	0.4	0.5
ENSG00000136888	ATP6V1G1	-0.24	-0.48	-0.95	-1.34	-1.71	-2.29	-2.7	0	-0.01	-0.02	-0.82	-1.06	-0.59	-0.34
ENSG00000137168	PPIL1	0.47	0.94	1.86	0.23	-0.18	-1.12	-1.88	0.07	0.15	0.31	0.3	0.07	0.04	0.03
ENSG00000137547	MRPL15	-0.01	-0.01	0	0.56	-0.31	-0.67	-0.89	0.1	0.2	0.4	-0.11	-0.13	-0.2	-0.24
ENSG00000137824	FAM82A2	-0.13	-0.27	-0.57	0.24	-0.99	-1.36	-1.55	0.06	0.13	0.26	-0.68	-0.92	-0.88	-0.8
ENSG00000138398	PPIG	-0.06	-0.12	-0.25	1.37	0.53	-0.33	-0.98	0.2	0.41	0.8	0.17	0.17	0.2	0.23
ENSG00000138448	ITGAV	-0.56	-1.12	-2.25	-1.66	-2.38	-2.37	-2.47	-0.17	-0.34	-0.68	-1.5	-1.9	-2.44	-2.84
ENSG00000139637	C12orf10	-0.06	-0.12	-0.24	-0.87	-0.99	-1.58	-1.96	-0.06	-0.12	-0.24	-0.35	-0.21	-0.12	-0.05
ENSG00000141756	FKBP10	0.13	0.25	0.5	-0.85	-1.04	-0.64	-0.27	-0.04	-0.08	-0.15	-0.55	-0.58	-0.52	-0.45
ENSG00000143149	ALDH9A1	0.06	0.12	0.23	0.13	-1.37	-1.61	-2.09	-0.01	-0.01	-0.02	-0.17	-0.02	0.11	0.2
ENSG00000144580	RQCD1	-0.31	-0.62	-1.23	-1.67	-1.66	-2.47	-3.11	-0.28	-0.57	-1.15	-2	-1.88	-2.25	-2.46
ENSG00000144895	EIF2A	-0.06	-0.12	-0.24	-0.17	-0.96	-1.51	-1.95	-0.02	-0.03	-0.07	-0.43	-0.38	-0.34	-0.3
ENSG00000145817	YIPF5	0.3	0.61	1.2	0.89	0.17	-0.48	-0.97	-0.2	-0.39	-0.77	0.02	-0.95	-0.6	-0.22
ENSG00000147162	OGT	-0.26	-0.53	-1.06	-1	-1.44	-1.7	-1.88	-0.18	-0.37	-0.74	-1.27	-0.86	-0.66	-0.52
ENSG00000147416	ATP6V1B2	-0.03	-0.06	-0.12	-0.48	-0.6	-1.09	-1.47	-0.01	-0.02	-0.05	-0.91	-0.72	-0.69	-0.68
ENSG00000148484	RSU1	0.01	0.02	0.04	-0.36	-0.73	-1.12	-1.41	-0.11	-0.22	-0.44	-1.82	-1.7	-1.8	-1.9
ENSG00000149313	AASDHPPT	0.12	0.23	0.45	-0.13	-1.58	-1.06	-0.46	0.03	0.06	0.13	-0.58	-0.46	-0.72	-0.95
ENSG00000149532	CPSF7	-0.4	-0.79	-1.58	-0.51	0.18	-1.45	-2.35	-0.04	-0.08	-0.16	-0.28	-0.14	-0.78	-1.15
ENSG00000153201	RANBP2	-0.04	-0.08	-0.18	0.25	-0.73	-0.84	-0.83	0.1	0.19	0.38	-0.18	-0.6	-0.74	-0.81
ENSG00000153250	RBMS1	0.12	0.24	0.48	0.21	-0.7	-1.46	-2.02	-0.11	-0.23	-0.46	-0.53	-0.91	-0.94	-0.98
ENSG00000153310	FAM49B	0.27	0.54	1.06	0.55	-0.15	-0.9	-1.47	-0.12	-0.25	-0.5	-0.49	-0.76	-1.02	-1.22
ENSG00000154380	ENAH	0.11	0.22	0.44	0.46	0.01	-0.62	-1.1	0.01	0.02	0.04	0.02	-0.68	-1.19	-1.56
ENSG00000155008	APOOL	-0.08	-0.16	-0.33	0.24	-0.32	-1.21	-1.88	0.11	0.21	0.45	0.35	-0.05	-0.54	-0.92
ENSG00000156697	UTP14A	-0.33	-0.65	-1.31	0.02	-0.45	-0.78	-1.02	0	0	0	-0.11	-0.39	-0.74	-1.02
ENSG00000157184	CPT2	-0.08	-0.16	-0.32	0.72	0.37	0.01	-0.26	0	0.01	0.02	0.67	0.45	-0.39	-0.93
ENSG00000162191	UBXN1	-0.09	-0.18	-0.36	-0.34	-0.44	-1.48	-2.22	-0.05	-0.1	-0.2	0.04	-0.66	-0.59	-0.46
ENSG00000162433	AK4	0.15	0.3	0.58	0.4	0.1	-0.18	-0.4	0.18	0.36	0.73	0.33	0.53	0.35	0.22
ENSG00000162961	DPY30	-0.13	-0.26	-0.51	0.33	-0.36	-0.92	-1.33	-0.01	-0.02	-0.03	-1.04	-0.88	-1.24	-1.31
ENSG00000163110	PDLIM5	-0.02	-0.04	-0.08	-0.49	-0.51	-0.69	-0.83	-0.08	-0.15	-0.3	-0.47	-0.88	-0.9	-0.95
ENSG00000163344	PMVK	0.05	0.1	0.21	0.12	-0.7	-1.12	-1.39	-0.08	-0.17	-0.33	0.54	0.53	0.64	0.73
ENSG00000163527	STT3B	-0.06	-0.12	-0.25	0.36	0	-0.35	-0.62	-0.05	-0.1	-0.2	-0.08	-0.18	-0.44	-0.63
ENSG00000163811	WDR43	-0.54	-1.08	-2.17	-1.49	-2.12	-1.82	-1.53	0.13	0.25	0.5	-0.36	-1.06	-1.67	-2.11
ENSG00000163918	RFC4	-0.21	-0.42	-0.83	-0.2	-1.13	-1.38	-1.5	-0.11	-0.21	-0.43	-0.61	-0.78	-0.96	-1.1
ENSG00000163939	PBRM1	0.11	0.22	0.43	1.46	0.88	0.47	0.17	0.06	0.13	0.25	-0.13	-1.09	-1.24	-1.26
ENSG00000164508	H2AFX	-0.07	-0.13	-0.26	0.09	-0.15	-0.22	-0.25	0.24	0.47	0.93	0.77	0.85	0.32	-0.1
ENSG00000165219	GAPVD1	0.09	0.18	0.36	-0.24	-0.61	-0.79	-0.91	0	0	0	-0.65	-0.5	-0.37	-0.28
ENSG00000166595	FAM96B	0.01	0.02	0.05	-0.99	-1.1	-1.44	-1.72	-0.13	-0.25	-0.49	-0.92	-1.05	-1.03	-1
ENSG00000167216	KATNAL2	0.06	0.11	0.23	-0.13	0.31	0.06	-0.03	-0.05	-0.09	-0.18	0.34	0.34	-0.44	-0.73
ENSG00000168036	CTNNB1	-0.24	-0.49	-0.97	-0.6	-1.06	-1.51	-1.85	-0.11	-0.21	-0.42	-0.45	-1.2	-1.98	-2.56
ENSG00000168298	HIST1H1E	-0.09	-0.19	-0.36	-0.17	-0.37	-0.84	-1.18	0.13	0.27	0.54	0.73	0.69	0.57	0.48
ENSG00000168385	Sep-02	-0.04	-0.09	-0.2	-0.08	-0.59	-0.8	-0.91	-0.04	-0.09	-0.19	-0.09	-0.26	-0.53	-0.72
ENSG00000168542	COL3A1	0.03	0.06	0.12	-0.06	-1.37	-1.12	-1.15	-0.06	-0.11	-0.21	-1.73	-2.27	-2.68	-2.98
ENSG00000170584	NUDCD2	0.06	0.12	0.22	-1.02	-1.71	-1.39	-1.05	-0.23	-0.46	-0.94	-0.6	-0.54	-0.19	0.1
ENSG00000170955	PRKCDBP	-0.32	-0.63	-1.24	-0.86	-2.37	-2.82	-3.14	-0.26	-0.53	-1.06	-0.17	-0.3	-0.81	-1.24
ENSG00000171861	RNMTL1	-0.22	-0.44	-0.88	-0.06	-0.78	-1.54	-2.12	0.09	0.17	0.33	-0.1	0.47	0.06	-0.34
ENSG00000172725	CORO1B	-0.01	-0.01	-0.02	0.14	-0.23	-0.57	-0.82	-0.02	-0.05	-0.11	-0.09	-0.09	-1.6	-2.17
ENSG00000173145	NOC3L	-0.27	-0.53	-1.06	-0.09	-1.53	-1.49	-1.32	0.27	0.54	1.07	0.11	-0.26	-0.59	-0.84
ENSG00000175216	CKAP5	-0.16	-0.33	-0.66	-1.5	-1.67	-1.77	-1.86	0.13	0.25	0.5	-0.68	-0.61	-1.02	-1.38
ENSG00000177469	PTRF	-0.01	-0.02	-0.04	0.06	-0.6	-0.84	-0.97	0.08	0.17	0.36	0.59	0.18	-0.06	-0.23
ENSG00000177565	TBL1XR1	0.04	0.08	0.18	-1.2	-0.93	-1.47	-1.97	-0.1	-0.19	-0.38	-0.49	-0.77	-1.73	-2.47
ENSG00000177971	IMP3	-0.22	-0.45	-0.89	-0.19	-0.88	-1.59	-2.13	-0.18	-0.36	-0.74	-0.48	-0.91	-0.97	-1
ENSG00000179889	PDXDC1	-0.12	-0.25	-0.5	-1.16	-1.92	-1.88	-1.97	-0.12	-0.24	-0.48	-1.04	-0.94	-0.7	-0.5
ENSG00000182446	NPLOC4	-0.28	-0.57	-1.13	-0.18	-0.82	-1.91	-2.79	0.1	0.2	0.4	-0.76	-1	-1.6	-2
ENSG00000184967	NOC4L	-0.23	-0.46	-0.94	0.04	-0.8	-1.19	-1.42	0.01	0.03	0.06	0.41	0.62	0.16	-0.21
ENSG00000185721	DRG1	-0.03	-0.05	-0.09	0	-0.41	-0.89	-1.23	0.02	0.03	0.05	-0.65	-0.74	-0.66	-0.62
ENSG00000186522	Sep-10	0.08	0.16	0.33	-0.15	-0.4	-0.83	-1.15	0.48	0.95	1.9	1.14	0.43	-0.12	-0.51
ENSG00000187608	ISG15	0.02	0.05	0.09	-0.75	-0.51	-1.11	-1.59	-0.26	-0.51	-1.02	-0.89	-0.34	-0.13	-0.03
ENSG00000187837	HIST1H1C	-0.08	-0.16	-0.31	-0.14	-0.19	-0.26	-0.32	0.07	0.14	0.27	0.51	0.34	0.24	0.17
ENSG00000188529	SRSF10	-0.4	-0.8	-1.61	-0.39	-1.32	-1.81	-2.14	0.09	0.17	0.35	-1.16	-1.48	-1.56	-1.6
ENSG00000196363	WDR5	0.27	0.54	1.06	1.12	0.27	-0.53	-1.11	-0.06	-0.11	-0.24	-0.7	-0.84	-0.95	-1.03
ENSG00000196961	AP2A1	0.04	0.08	0.13	0.09	-0.26	-0.55	-0.76	0.15	0.3	0.59	0.02	-0.39	-0.48	-0.61
ENSG00000198060	Mar-05	-0.06	-0.12	-0.24	0.19	-0.76	-1.06	-1.34	-0.09	-0.19	-0.38	-1.07	-1.58	-1.75	-1.84
ENSG00000198356	ASNA1	0.12	0.24	0.5	-0.36	-0.94	-1.39	-1.71	-0.18	-0.34	-0.67	-0.95	-0.71	-0.82	-0.94
ENSG00000198830	HMGN2	0.18	0.37	0.74	1.39	0.33	-0.28	-0.7	-0.22	-0.43	-0.87	-1.21	-1.19	-1.32	-1.37
ENSG00000203879	GDI1	-0.1	-0.2	-0.4	-0.4	-0.4	-1.42	-1.8	-0.12	-0.24	-0.49	-1.04	-0.81	-0.65	-0.53
ENSG00000205323	SARNP	-0.13	-0.27	-0.54	-0.3	-0.87	-1.5	-1.97	-0.02	-0.04	-0.09	-0.73	-0.97	-1.22	-1.42
ENSG00000205765	C5orf51	-0.06	-0.12	-0.23	-1.11	-0.48	-0.44	-0.48	-0.29	-0.59	-1.18	-1.47	-1.41	-1.14	-0.92
ENSG00000213463	SYNJ2BP	-0.35	-0.71	-1.41	-0.37	-0.98	-0.66	-0.55	0.12	0.24	0.48	-0.29	-0.47	-1.13	-1.66
ENSG00000004487	KDM1A	-0.27	-0.54	-1.09	-1.62	-0.57	0.79	1.84	-0.03	-0.05	-0.07	-1.49	-0.45	-0.53	-0.68
ENSG00000004897	CDC27	0.07	0.12	0.22	-0.98	0.3	0.73	0.97	0	0	0	-1.49	-1.52	-1.48	-1.43
ENSG00000008282	SYPL1	0.12	0.24	0.47	0.5	-0.25	-0.85	-1.27	0.05	0.1	0.2	-1.07	-0.48	0	0.35
ENSG00000010292	NCAPD2	-0.15	-0.3	-0.58	-0.16	-0.5	-0.91	-1.23	-0.08	-0.15	-0.29	-1.54	-1.16	-1.32	-1.5
ENSG00000014138	POLA2	-0.39	-0.78	-1.55	-2.53	-2.49	-2.21	-1.99	0	0	0.01	-1.78	-1.26	-1.44	-1.67
ENSG00000023318	ERP44	0.13	0.25	0.49	0.27	0.32	0.66	0.92	0.19	0.38	0.75	0.35	0.68	1.13	1.47
ENSG00000025800	KPNA6	-0.03	-0.06	-0.11	-0.36	-0.63	-0.87	-1.04	-0.06	-0.11	-0.22	-1.63	-1.49	-1.4	-1.33
ENSG00000035403	VCL	0.07	0.15	0.29	0.23	0.02	-0.26	-0.47	0	0.01	0.03	-0.25	-0.17	-0.2	-0.22
ENSG00000046604	DSG2	0.03	0.06	0.12	-1.03	-1.84	-1.19	-0.55	-0.08	-0.16	-0.33	-2.28	-2.37	-2.89	-3.3
ENSG00000049541	RFC2	-0.35	-0.7	-1.39	-0.75	-0.86	-0.8	-0.74	0	-0.01	-0.01	1.42	1.29	1.26	1.25
ENSG00000049860	HEXB	0.24	0.48	0.95	-0.86	-2.11	-1.4	-0.92	-0.08	-0.16	-0.3	-2.32	-1.78	-1.37	-1.09
ENSG00000056097	ZFR	-0.15	-0.29	-0.58	-0.53	-0.29	-0.43	-0.55	-0.12	-0.25	-0.5	-1.8	-1.15	-1.13	-1.18
ENSG00000058668	ATP2B4	0.37	0.73	1.44	1.12	1.16	1.6	1.97	0.08	0.16	0.31	0.39	-0.91	-0.88	-0.71
ENSG00000060237	WNK1	0.49	0.98	1.96	0.36	1.05	1.95	2.6	0	0	0.01	-1.44	-0.63	-0.66	-0.66
ENSG00000060339	CCAR1	0.54	1.09	2.17	0.6	1.13	1.44	1.63	-0.03	-0.06	-0.1	-1.56	-0.17	0.16	0.45
ENSG00000070770	CSNK2A2	-0.44	-0.87	-1.73	-1.44	-1.09	-1.94	-2.72	0.04	0.07	0.14	-1.6	-0.97	-1.09	-1.28
ENSG00000071539	TRIP13	-0.09	-0.17	-0.33	-0.42	-0.23	-0.09	0.01	-0.08	-0.15	-0.3	-0.3	-0.16	-0.14	-0.13
ENSG00000075142	SRI	-0.04	-0.07	-0.13	-0.34	-0.52	-1.11	-1.59	-0.02	-0.04	-0.07	-0.61	-0.34	-0.25	-0.17
ENSG00000075618	FSCN1	-0.05	-0.11	-0.21	-0.1	-0.44	-0.74	-0.97	-0.01	-0.02	-0.03	-0.34	-0.39	-0.39	-0.39
ENSG00000075886	TUBA1A	0.07	0.13	0.25	0.6	0.75	0.89	1	-0.17	-0.33	-0.66	-1.93	-1.67	-1.45	-1.3
ENSG00000079459	FDFT1	0.16	0.33	0.66	-0.5	0.76	1.7	2.37	-0.2	-0.4	-0.82	-1.24	0	0.14	0.19
ENSG00000083520	DIS3	-0.22	-0.44	-0.86	-1.13	-0.45	0.22	0.72	-0.07	-0.15	-0.31	-0.68	0.08	0.86	1.44
ENSG00000083642	PDS5B	-0.13	-0.27	-0.54	0.44	-0.3	-0.36	-0.33	0.01	0.03	0.06	0.11	-0.18	-0.43	-0.59
ENSG00000085872	CHERP	-0.17	-0.35	-0.71	1	0.2	-0.6	-1.2	0.13	0.25	0.49	-0.78	-0.27	-0.65	-1.02
ENSG00000087086	FTL	-0.11	-0.21	-0.4	-1.73	-0.01	-0.18	-0.15	-0.24	-0.48	-0.94	-1.4	0.37	1.36	2.02
ENSG00000088256	GNA11	-0.05	-0.09	-0.19	0.02	-0.46	-0.54	-0.57	0.1	0.19	0.38	-1.47	-1.91	-2.37	-2.73
ENSG00000099246	RAB18	-0.39	-0.79	-1.58	-1.21	-0.22	-1	-1.21	-0.26	-0.53	-1.05	-1.89	-1.92	-1.61	-1.35
ENSG00000099942	CRKL	-0.11	-0.22	-0.45	-1.17	-0.92	-0.97	-1.01	-0.05	-0.09	-0.18	-1.93	-1.93	-2.2	-2.3
ENSG00000100664	EIF5	0.02	0.05	0.1	-0.09	0.37	0.57	0.72	0.03	0.06	0.12	0.08	0.22	0.43	0.59
ENSG00000100911	PSME2	-0.04	-0.08	-0.17	-0.42	-0.48	-0.31	-0.2	-0.02	-0.04	-0.07	-1.48	-1.23	-0.94	-0.74
ENSG00000101160	CTSZ	-0.17	-0.35	-0.7	-0.96	-0.96	-0.96	-0.96	-0.21	-0.42	-0.83	-1.51	-2.42	-3.33	-4.02
ENSG00000101811	CSTF2	-0.42	-0.85	-1.71	-1.16	-1.89	-2.14	-2.29	0.09	0.18	0.36	-1.02	-0.57	0.01	0.45
ENSG00000101972	STAG2	-0.16	-0.32	-0.64	-0.45	-1.25	-1.89	-2.34	0.02	0.03	0.05	-0.86	-1.34	-1.85	-2.22
ENSG00000102103	PQBP1	-0.47	-0.93	-1.83	-2.45	-2.78	-2.3	-1.9	-0.01	-0.03	-0.06	-2.47	-1.6	-2.47	-3.15
ENSG00000104325	DECR1	-0.21	-0.42	-0.85	0.66	-0.05	-0.57	-0.98	0.15	0.31	0.61	-1.33	-1.03	-0.85	-0.73
ENSG00000105618	PRPF31	-0.46	-0.92	-1.83	-1.19	-1.37	-0.82	-0.55	-0.03	-0.07	-0.17	0.64	0.9	0.29	-0.25
ENSG00000105676	ARMC6	-0.23	-0.46	-0.91	0.01	-0.35	-0.67	-0.91	-0.12	-0.23	-0.44	-2.62	-2.19	-2.22	-2.29
ENSG00000106153	CHCHD2P9	-0.16	-0.33	-0.64	-1.8	-0.72	-0.51	-0.43	-0.32	-0.63	-1.26	-2.17	-1.37	-0.85	-0.5
ENSG00000107438	PDLIM1	0.05	0.1	0.2	-0.45	-0.45	-1	-1.21	-0.02	-0.05	-0.09	-0.9	-0.72	-0.95	-1.17
ENSG00000107862	GBF1	0.07	0.13	0.25	-0.5	-0.33	0.36	0.94	0.01	0.03	0.07	-1.59	-1.24	-0.89	-0.63
ENSG00000107949	BCCIP	-0.42	-0.85	-1.67	-0.42	0.26	0.25	0.17	0.05	0.1	0.22	0.22	0.16	0.1	0.06
ENSG00000109332	UBE2D3	0.05	0.11	0.22	-0.07	-0.22	-0.71	-1.12	0.03	0.06	0.12	-1.33	-0.99	-0.65	-0.39
ENSG00000109805	NCAPG	-0.2	-0.4	-0.78	-1.37	-1.69	-1.74	-1.76	-0.02	-0.04	-0.08	-1.19	-0.79	-0.99	-1.2
ENSG00000109861	CTSC	-0.09	-0.18	-0.34	-0.37	-0.79	-1.58	-2.2	0.06	0.12	0.22	-1.68	-1.7	-1.44	-1.22
